birth,car,city,class,class_10_after,class_10_before,class_14,county,daughter,depression,edu,equity,f_birth,f_edu,f_political,f_work_14,family_income,family_m,family_status,floor_area,gender,happiness,health,health_problem,height_cm,house,hukou,hukou_loc,inc_ability,inc_exp,income,insur_1,insur_2,insur_3,insur_4,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,join_party,learn,leisure_1,leisure_10,leisure_11,leisure_12,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,m_birth,m_edu,m_political,m_work_14,marital,marital_1st,marital_now,media_1,media_2,media_3,media_4,media_5,media_6,minor_child,nationality,neighbor_familiarity,political,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,province,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,relax,religion,religion_freq,s_birth,s_edu,s_hukou,s_income,s_political,s_work_exper,s_work_status,s_work_type,socia_outing,social_friend,social_neighbor,socialize,son,status_3_before,status_peer,survey_type,trust_1,trust_10,trust_11,trust_12,trust_13,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,view,weight_jin,work_exper,work_manage,work_status,work_type,work_yr,age
1971,1,77,8,8,5,3,117,1,5,10,4,-2,4,1,16,-3.0,4,3,180.0,2,5.0,4,5,160,1,5,2.0,2,50000.0,-3,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,3,4,4,5,1,3,3,4,4,2,2,1,1,-2,4,1,2,3,1996.0,1996.0,1,1,1,2,4,1,2.0,1,2,1,0,1,1,0,0,0,0,0,0,0,27,80,80.0,90,80,70.0,80,80,90,60,4,1,1,1972.0,3.0,1.0,-3.0,1.0,4.0,0.0,0.0,2,2.0,2.0,4,1,1,2,1,4,3,2,4,1,5,4,4,5,5,5,3,2,4,120,5,0.0,0.0,0.0,0.0,44
1960,2,81,4,2,1,1,123,2,4,3,4,-2,-8,1,2,35000.0,2,3,180.0,2,4.0,5,4,160,1,5,1.0,2,40000.0,15000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,2,5,5,5,5,3,2,5,3,3,3,4,-2,-8,1,2,3,1981.0,1981.0,4,3,2,5,1,4,0.0,1,4,1,0,1,1,1,0,0,0,0,0,0,28,80,80.0,80,80,70.0,80,80,80,80,4,1,1,1957.0,6.0,4.0,20000.0,1.0,1.0,3.0,1.0,2,5.0,2.0,2,0,1,2,1,4,4,4,4,2,4,4,4,5,5,4,4,4,4,105,1,3.0,3.0,1.0,15.0,55
1973,2,2,6,6,6,6,9,1,3,4,4,-2,1,1,16,35000.0,4,3,300.0,2,4.0,4,3,169,1,1,1.0,2,20000.0,12000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,1,5,2,5,5,3,4,4,3,3,3,3,-2,1,1,2,3,1993.0,1993.0,3,3,2,4,2,2,1.0,8,5,1,0,0,1,0,0,0,0,0,0,0,2,70,70.0,70,70,70.0,70,70,70,70,3,0,3,1968.0,6.0,2.0,10000.0,1.0,1.0,3.0,1.0,1,3.0,3.0,3,1,2,2,2,5,5,4,4,1,5,5,5,5,5,5,5,5,3,120,1,4.0,8.0,1.0,26.0,42
1959,2,70,4,5,2,1,110,1,3,4,4,1928,3,1,2,10000.0,2,2,15.0,1,4.0,3,3,160,1,1,1.0,2,100000.0,10000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,5,5,3,4,4,4,5,2,5,1930,1,1,2,7,1980.0,0.0,1,3,1,5,1,4,1.0,1,5,1,0,1,0,0,0,0,0,0,0,0,24,85,90.0,70,70,70.0,70,85,90,90,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7.0,3.0,3,1,3,2,2,3,3,4,4,1,2,4,3,4,4,2,2,4,3,122,3,0.0,0.0,0.0,0.0,56
1969,2,28,4,4,3,3,51,0,4,4,4,1922,2,1,1,30000.0,4,2,90.0,2,4.0,3,3,162,1,1,1.0,2,50000.0,20000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,3,5,2,3,5,4,2,5,5,1931,1,1,2,3,1994.0,1994.0,2,2,1,5,3,1,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,10,70,60.0,70,70,80.0,50,70,70,70,5,1,1,1969.0,6.0,1.0,10000.0,1.0,1.0,3.0,2.0,2,2.0,2.0,4,1,2,2,2,4,-8,-8,-8,2,4,3,3,4,3,2,4,2,4,115,2,0.0,0.0,0.0,0.0,46
1984,2,7,5,7,5,5,21,1,5,4,1,-2,3,1,11,20000.0,4,2,56.0,2,5.0,3,5,159,1,2,1.0,2,50000.0,10000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,2,5,3,5,3,3,3,2,1,1958,4,1,1,3,-2.0,-2.0,1,1,3,5,3,1,2.0,1,4,1,0,0,1,0,0,0,0,0,0,0,4,100,60.0,100,100,100.0,100,100,100,100,5,1,1,1984.0,6.0,2.0,0.0,1.0,5.0,0.0,0.0,1,3.0,2.0,1,1,1,2,1,3,3,2,4,2,3,3,3,3,3,3,4,2,3,115,1,3.0,3.0,1.0,4.0,31
1997,1,82,4,9,4,7,125,0,5,6,1,1975,3,1,8,60000.0,4,3,126.0,2,5.0,5,5,160,1,1,2.0,-8,-2.0,0,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,1,3,2,4,4,4,3,1,2,1978,3,1,15,1,0.0,0.0,1,2,2,4,5,1,0.0,1,2,2,0,0,0,0,1,0,0,0,0,0,29,80,80.0,60,70,60.0,80,80,90,90,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3.0,4,0,2,2,1,3,3,3,3,2,3,4,4,4,-8,2,3,3,2,112,6,0.0,0.0,0.0,0.0,18
1993,2,31,3,5,2,3,54,0,3,12,3,1969,12,4,1,70000.0,4,3,200.0,2,4.0,4,3,167,1,2,1.0,-8,100000.0,3000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,1,4,5,1,4,3,2,4,4,4,1,2,1970,6,1,15,1,0.0,0.0,3,3,2,4,5,2,0.0,1,4,2,0,0,0,0,1,0,0,0,0,0,11,70,70.0,65,65,50.0,80,80,75,80,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5.0,5.0,3,0,2,2,1,4,3,-8,4,1,3,3,3,5,4,1,4,3,3,120,6,0.0,0.0,0.0,0.0,22
1993,2,50,3,9,2,2,83,0,4,4,4,1968,4,1,12,80000.0,3,2,200.0,1,4.0,5,5,170,1,1,1.0,2,100000.0,55000,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,4,1,5,5,1,4,3,4,4,4,2,4,3,1972,3,1,12,1,0.0,0.0,2,2,1,3,5,4,0.0,1,2,2,0,0,0,0,1,0,0,0,0,0,17,90,80.0,70,50,70.0,80,60,70,70,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,6.0,3,0,1,3,2,4,4,3,3,1,2,4,4,4,4,2,3,2,2,125,1,4.0,2.0,2.0,5.0,22
1955,2,8,5,5,5,6,24,0,4,1,4,1933,1,1,2,10000.0,3,3,65.0,2,4.0,4,4,160,1,1,1.0,2,8000.0,5000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,3,5,5,4,5,5,3,3,5,3,1935,1,1,15,3,1978.0,1978.0,1,1,1,5,1,1,0.0,1,5,1,0,1,1,0,0,0,0,0,0,0,5,100,100.0,100,90,90.0,80,80,95,100,4,1,1,1955.0,1.0,1.0,5000.0,1.0,2.0,0.0,0.0,3,2.0,1.0,4,2,2,2,2,5,3,3,3,3,5,5,5,5,4,5,4,4,3,125,2,0.0,0.0,0.0,0.0,60
1951,2,48,4,5,3,3,80,2,5,3,4,-2,2,1,2,110000.0,5,3,97.0,1,5.0,5,5,175,1,1,1.0,2,20000.0,20000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,1,5,5,5,5,5,2,5,4,5,2,2,-2,1,1,2,3,1976.0,1976.0,3,2,4,5,1,1,0.0,1,5,1,0,0,1,0,0,0,0,0,0,0,17,80,80.0,80,80,80.0,100,70,80,100,3,1,1,1952.0,3.0,1.0,4200.0,1.0,1.0,3.0,1.0,1,7.0,7.0,2,1,1,1,1,5,4,4,4,3,5,4,4,5,4,4,4,4,4,125,1,3.0,3.0,1.0,16.0,64
1961,2,39,5,5,5,2,70,0,4,4,1,-2,-8,1,2,30000.0,2,3,50.0,1,3.0,5,4,170,1,2,1.0,3,100000.0,15000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,5,5,5,5,3,5,5,4,4,5,5,-2,-8,1,2,3,1984.0,1984.0,2,2,2,4,1,1,0.0,1,5,1,0,1,1,0,0,0,0,0,0,0,15,60,60.0,-2,60,20.0,80,80,70,80,3,1,1,1961.0,6.0,2.0,15000.0,2.0,5.0,0.0,0.0,1,3.0,3.0,2,1,2,2,1,3,2,-8,3,1,-8,4,4,3,3,2,3,3,3,130,1,3.0,3.0,1.0,30.0,54
1933,2,32,5,5,-8,-8,56,3,5,1,4,-2,4,1,1,-2.0,2,3,100.0,2,4.0,4,4,155,10,5,1.0,2,48000.0,48000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,1,5,5,5,5,5,-2,3,1,1,7,-2.0,0.0,4,1,1,4,1,1,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,12,90,88.0,-2,90,-2.0,90,90,-2,-2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,4,0,1,3,1,4,-8,-8,-8,1,2,-8,-8,5,5,1,-8,-8,4,100,5,0.0,0.0,0.0,0.0,82
1984,2,24,1,4,1,1,46,0,4,4,5,1955,6,4,3,60000.0,3,3,160.0,1,5.0,4,5,186,1,1,1.0,2,60000.0,30000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,4,5,5,1,5,5,5,5,5,5,1,5,1955,1,1,2,3,2007.0,2007.0,1,1,1,2,5,1,1.0,1,3,1,0,1,0,0,0,0,0,0,0,0,10,100,80.0,100,80,90.0,80,70,70,70,4,1,3,1985.0,4.0,1.0,30000.0,1.0,1.0,6.0,1.0,1,3.0,2.0,1,1,2,2,1,5,4,4,5,5,5,5,5,5,5,5,5,5,4,170,1,2.0,2.0,1.0,16.0,31
1997,1,7,10,10,10,10,20,0,4,6,-8,1968,12,1,10,-2.0,3,5,60.0,1,5.0,4,4,170,-2,2,3.0,-8,1000000.0,0,1,2,2,2,0,0,1,1,1,0,0,1,0,0,0,5,5,5,5,1,5,5,1,4,4,5,1,1,1970,13,1,1,1,0.0,0.0,1,3,1,1,5,1,0.0,1,4,2,0,0,0,0,0,0,0,0,1,0,4,-2,-2.0,-2,-2,-2.0,-2,-2,-2,-2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3.0,4,0,2,1,1,3,3,-8,5,3,3,-8,-8,4,2,-8,5,3,-8,120,6,0.0,0.0,0.0,0.0,18
1985,1,8,5,6,3,3,23,1,5,10,4,1958,7,1,-8,100000.0,5,4,90.0,1,4.0,4,5,180,1,2,3.0,2,100000.0,80000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,2,2,5,1,2,2,3,3,3,2,2,2,1955,3,1,-8,3,2009.0,2009.0,2,2,1,3,3,1,1.0,1,4,1,0,0,0,0,0,1,0,0,0,0,5,50,60.0,50,60,40.0,60,70,60,70,3,1,1,1985.0,10.0,2.0,20000.0,1.0,1.0,3.0,1.0,1,3.0,7.0,2,0,1,2,1,4,3,3,-8,1,3,3,3,4,4,3,4,3,3,150,1,2.0,3.0,1.0,5.0,30
1944,2,89,5,-8,2,6,134,1,5,4,3,-2,1,1,2,30000.0,2,3,34.0,2,4.0,3,4,160,1,2,1.0,-8,10000.0,12000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,5,5,5,5,5,5,-2,1,1,2,3,-2.0,-2.0,1,1,1,4,1,1,0.0,1,2,1,0,1,0,0,0,0,0,0,0,0,31,50,50.0,-2,-2,-2.0,-2,-2,-2,-2,5,1,1,1943.0,4.0,2.0,15000.0,1.0,5.0,0.0,0.0,1,3.0,2.0,1,2,1,3,1,3,-8,-8,-8,1,3,3,3,5,5,3,4,-8,-8,140,5,0.0,0.0,0.0,0.0,71
1950,2,11,5,4,6,5,27,0,5,4,3,1925,2,1,1,600000.0,2,3,40.0,1,4.0,3,5,170,1,2,3.0,1,30000.0,30000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,4,5,2,5,4,5,4,4,4,2,2,1925,1,1,15,3,1974.0,1974.0,1,1,5,5,4,1,0.0,1,4,1,0,0,1,0,0,0,0,0,0,0,5,100,100.0,100,100,100.0,100,100,100,100,4,0,1,1952.0,4.0,2.0,30000.0,1.0,1.0,3.0,1.0,2,5.0,7.0,2,2,2,2,1,2,2,-8,-8,2,2,-8,-8,3,3,3,4,-8,5,160,5,0.0,0.0,0.0,0.0,65
1954,2,18,6,5,4,2,38,1,4,10,3,-2,2,1,11,63600.0,2,3,57.0,2,4.0,4,4,160,1,2,1.0,3,50000.0,24000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,2,1,5,5,5,5,4,2,5,4,4,4,1,-2,2,1,15,3,1982.0,1982.0,3,3,3,4,1,1,0.0,1,3,4,0,0,1,0,0,0,0,0,0,0,7,90,90.0,80,90,90.0,80,70,80,90,4,1,1,1952.0,8.0,2.0,39600.0,1.0,5.0,0.0,0.0,1,3.0,2.0,1,0,1,1,1,4,4,-8,-8,1,3,-8,-8,4,4,3,3,-8,4,130,5,0.0,0.0,0.0,0.0,61
1965,2,42,6,7,4,3,73,0,5,4,2,1933,1,1,2,75000.0,1,3,100.0,2,4.0,4,5,158,1,1,1.0,2,13000.0,3600,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,1,5,5,2,4,5,4,1,1,4,1933,1,1,2,3,1989.0,1989.0,1,1,3,5,1,1,0.0,1,5,1,0,1,1,0,0,0,0,0,0,0,15,60,50.0,50,70,50.0,60,60,60,60,5,1,1,1967.0,4.0,1.0,30000.0,1.0,1.0,4.0,1.0,1,3.0,1.0,5,1,2,2,1,5,3,4,4,3,4,3,4,5,5,4,4,3,3,125,2,0.0,0.0,0.0,0.0,50
1982,2,69,3,3,1,2,109,1,3,3,3,1953,4,1,2,5000.0,3,2,333.0,2,4.0,2,3,157,1,1,1.0,2,10000.0,2500,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,5,4,4,5,4,5,5,5,5,5,4,1962,1,1,2,3,1998.0,1998.0,1,1,1,4,3,3,2.0,1,5,1,0,1,1,1,0,0,0,0,0,0,23,100,100.0,80,100,90.0,100,100,70,80,4,0,3,1987.0,1.0,1.0,2500.0,1.0,1.0,5.0,1.0,1,3.0,2.0,1,1,1,3,2,2,2,2,2,1,2,2,2,5,2,2,2,3,3,130,3,0.0,0.0,0.0,0.0,33
1969,2,55,5,7,5,2,89,1,5,4,2,1945,6,1,2,50000.0,5,2,120.0,1,4.0,5,5,175,1,1,1.0,2,55000.0,35000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,3,1,5,5,5,5,3,3,5,4,3,3,3,1948,3,1,2,3,1992.0,1992.0,2,2,1,5,1,3,1.0,1,5,4,0,1,0,0,0,0,0,0,0,0,18,50,25.0,0,45,15.0,55,55,0,55,3,0,4,1968.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,1,3.0,1.0,4,1,2,2,2,4,3,-8,3,2,3,3,3,5,3,3,3,3,4,175,2,0.0,0.0,0.0,0.0,46
1996,1,3,5,9,5,5,10,0,5,6,4,1969,3,1,10,1000000.0,3,4,300.0,1,4.0,5,5,180,30,6,1.0,2,-2.0,5000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,1,2,4,4,4,2,4,4,4,4,4,4,4,4,1969,4,1,10,1,0.0,0.0,1,1,1,2,4,4,0.0,4,5,4,0,0,0,0,1,0,0,0,0,0,2,100,100.0,100,100,100.0,100,100,100,100,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,6.0,6.0,2,0,2,2,2,4,3,3,3,2,4,4,4,4,4,3,3,3,4,120,1,3.0,3.0,1.0,3.0,19
1954,2,64,5,6,3,3,102,1,4,3,3,1939,1,1,2,100000.0,4,3,234.0,2,4.0,2,3,156,1,1,1.0,2,70000.0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,4,5,5,2,5,5,4,4,4,3,1943,1,1,2,7,1980.0,0.0,1,1,1,5,1,1,0.0,1,4,1,0,0,0,1,0,0,0,0,0,0,21,80,80.0,80,80,80.0,80,70,80,70,3,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2,1,1,2,2,5,-8,4,-8,2,4,4,4,5,-8,3,3,3,4,130,4,0.0,0.0,0.0,0.0,61
1960,1,36,5,-8,7,5,67,1,5,8,2,1933,7,4,1,10000.0,3,2,100.0,1,3.0,4,5,176,1,5,1.0,2,50000.0,5000,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,1,4,4,1,4,4,4,3,5,1932,3,1,5,3,1986.0,1962.0,5,2,3,4,1,2,1.0,1,3,1,0,0,0,1,0,0,0,0,0,0,13,60,60.0,60,60,50.0,60,70,70,60,3,1,1,1986.0,8.0,5.0,7000.0,1.0,5.0,0.0,0.0,1,6.0,6.0,2,0,2,2,1,3,4,4,4,3,3,5,4,4,3,2,3,3,5,154,1,3.0,3.0,1.0,1.0,55
1945,2,7,4,4,4,2,16,1,2,6,4,1925,12,1,12,90000.0,2,3,115.0,2,4.0,2,5,162,2,2,3.0,2,50000.0,38000,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,4,1,4,4,2,4,4,2,4,4,4,3,5,1922,4,1,12,3,1966.0,1966.0,4,4,2,5,5,1,0.0,4,4,1,0,0,0,1,0,0,0,0,0,0,4,80,80.0,80,80,80.0,80,80,80,80,4,0,4,1938.0,12.0,2.0,50000.0,4.0,5.0,0.0,0.0,6,6.0,6.0,3,2,2,2,1,5,-8,-8,5,-8,5,5,5,5,5,5,5,5,3,122,5,0.0,0.0,0.0,0.0,70
1944,2,13,4,6,5,4,29,2,3,1,3,-2,1,1,2,20000.0,2,3,180.0,1,3.0,3,3,168,1,1,1.0,2,50000.0,20000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,1,1,1,1,5,4,5,5,-2,1,1,2,3,1969.0,1969.0,1,1,1,3,1,1,0.0,1,5,1,0,1,1,0,0,0,0,0,0,0,6,80,90.0,80,70,80.0,80,90,90,70,3,1,1,1952.0,1.0,1.0,-3.0,1.0,3.0,0.0,0.0,2,4.0,3.0,2,0,2,3,2,5,-8,-8,-8,1,4,5,4,5,4,-8,-8,-8,3,118,3,0.0,0.0,0.0,0.0,71
1922,2,1,4,4,4,4,4,0,3,4,4,-2,3,1,-8,150000.0,4,2,79.0,2,4.0,1,1,150,1,2,1.0,3,50000.0,39600,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,4,5,4,5,5,5,-2,3,1,-8,7,-2.0,0.0,1,1,2,2,1,1,0.0,4,5,1,0,0,0,0,0,0,0,0,1,0,1,80,80.0,60,85,80.0,50,80,80,70,3,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,1,3,2,3,1,4,3,4,3,2,4,4,3,4,4,3,4,3,3,85,5,0.0,0.0,0.0,0.0,93
1943,2,87,10,10,1,1,132,3,1,3,5,-2,4,1,16,21320.0,2,3,80.0,2,1.0,1,5,165,1,1,1.0,2,20000.0,10660,1,2,-1,-1,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,1,5,5,4,5,5,5,-2,-8,1,15,3,1959.0,1959.0,1,1,1,5,1,1,0.0,1,1,1,0,1,1,0,0,0,0,0,0,0,31,100,100.0,100,100,100.0,100,100,100,100,4,1,1,1938.0,4.0,1.0,10660.0,1.0,3.0,0.0,0.0,1,6.0,1.0,4,2,2,2,2,5,5,-8,-8,1,5,5,5,5,5,1,5,5,5,100,3,0.0,0.0,0.0,0.0,72
1983,2,32,4,7,1,2,57,0,4,6,4,-2,4,1,5,0.0,4,3,110.0,1,4.0,3,4,178,1,5,3.0,2,1000000.0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,1,5,1,1,3,3,2,4,3,3,4,5,1954,1,1,15,3,2007.0,2007.0,2,2,2,4,2,4,1.0,1,3,1,0,0,0,0,0,0,0,0,1,0,12,70,60.0,60,70,70.0,70,80,70,70,3,1,1,1984.0,4.0,4.0,0.0,1.0,1.0,3.0,1.0,3,3.0,3.0,3,1,2,3,1,4,4,3,3,3,3,3,3,4,4,3,4,3,3,120,1,2.0,2.0,1.0,13.0,32
1962,2,21,5,6,1,6,43,2,3,4,4,1940,2,4,3,20000.0,1,1,200.0,2,4.0,3,2,160,1,1,1.0,2,30000.0,20000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,3,3,5,4,1941,3,1,2,7,1984.0,0.0,1,1,2,4,1,1,0.0,1,5,1,0,1,0,0,0,0,0,0,0,0,9,100,90.0,90,90,90.0,100,100,90,80,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.0,3.0,4,1,3,2,2,5,4,-8,-8,2,5,5,5,5,-8,4,4,5,5,110,2,0.0,0.0,0.0,0.0,53
1996,2,83,4,5,3,3,126,0,4,12,4,1969,4,1,2,20000.0,4,3,120.0,2,4.0,4,5,158,1,1,1.0,2,60000.0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,3,5,5,1,4,4,4,4,4,4,4,4,1969,4,1,2,1,0.0,0.0,2,3,3,3,4,4,0.0,1,4,2,0,0,0,0,1,0,0,0,0,0,29,85,85.0,85,85,85.0,85,85,85,85,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.0,4.0,3,0,2,2,2,4,4,-8,-8,4,4,4,4,5,4,4,5,5,4,140,6,0.0,0.0,0.0,0.0,19
1968,2,52,5,5,4,4,86,2,5,1,2,1931,1,1,2,50000.0,3,3,200.0,2,4.0,5,5,158,2,1,1.0,2,10000.0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,3,5,5,4,5,5,3,3,3,3,1933,1,1,2,3,1988.0,1988.0,1,1,1,4,1,1,0.0,1,4,1,0,1,1,0,0,0,0,0,0,0,18,80,80.0,80,80,80.0,80,50,80,80,3,1,1,1969.0,3.0,1.0,10000.0,1.0,1.0,5.0,1.0,1,3.0,3.0,2,1,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,4,124,4,0.0,0.0,0.0,0.0,47
1954,2,7,4,4,3,1,21,0,5,7,1,-2,-8,1,16,80000.0,2,-8,64.0,1,5.0,3,4,169,1,2,1.0,3,-2.0,50000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,1,5,2,5,5,4,4,1,1,1911,1,1,15,3,1981.0,1981.0,2,2,4,4,5,1,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,4,75,90.0,60,-2,95.0,90,-2,90,-2,3,1,1,1953.0,4.0,2.0,30000.0,4.0,1.0,3.0,1.0,1,6.0,3.0,2,1,1,2,1,4,2,-8,2,2,3,-8,-8,5,4,3,2,2,-8,130,5,0.0,0.0,0.0,0.0,61
1947,2,1,3,3,4,2,6,2,4,10,4,1909,3,1,2,91200.0,1,3,60.0,2,5.0,4,4,160,1,5,1.0,2,-2.0,44400,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,3,4,4,5,4,4,4,4,4,4,1,1915,3,1,2,3,1970.0,1970.0,2,2,3,4,3,2,0.0,1,3,1,0,1,1,0,0,0,0,0,0,0,1,90,90.0,90,90,90.0,90,90,90,90,3,1,1,1941.0,6.0,5.0,46800.0,1.0,5.0,0.0,0.0,2,5.0,5.0,2,0,2,2,1,4,3,3,3,1,2,3,4,3,4,3,4,3,4,98,5,0.0,0.0,0.0,0.0,68
1968,1,2,6,8,4,3,9,1,4,4,4,-2,3,1,2,85000.0,4,3,266.0,2,4.0,4,4,165,2,1,1.0,2,60000.0,10000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,5,5,5,4,2,3,4,3,2,2,3,-2,3,1,2,3,1988.0,1988.0,3,3,3,4,1,1,0.0,8,5,-8,0,0,1,0,0,0,0,0,0,0,2,100,100.0,100,100,90.0,90,65,65,80,3,1,1,1966.0,4.0,1.0,20000.0,1.0,3.0,0.0,0.0,2,5.0,5.0,2,1,1,2,2,5,4,4,4,3,5,5,5,5,4,2,4,4,3,100,3,0.0,0.0,0.0,0.0,47
1971,1,70,6,7,4,3,110,0,5,12,4,-3,4,1,2,250000.0,5,4,100.0,1,4.0,5,5,170,-3,4,1.0,2,200000.0,100000,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,4,2,5,5,1,4,5,5,4,4,3,5,3,-3,3,1,2,3,2002.0,2002.0,1,1,1,3,5,1,1.0,1,4,1,0,0,0,0,0,0,0,1,0,0,24,60,40.0,60,60,70.0,60,60,40,50,4,1,1,1974.0,13.0,2.0,100000.0,4.0,1.0,3.0,1.0,5,3.0,5.0,3,1,2,2,1,4,5,5,5,3,4,4,4,5,5,3,4,4,4,150,1,2.0,3.0,1.0,21.0,44
1968,2,12,4,4,3,3,28,0,4,4,1,1938,1,1,1,-3.0,3,2,105.0,1,3.0,3,4,173,1,2,1.0,3,200000.0,-3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,4,4,5,4,4,3,4,4,4,4,4,1952,1,1,5,3,1993.0,1993.0,3,2,2,4,1,1,0.0,1,4,1,0,0,0,0,0,0,0,0,0,1,6,44,45.0,45,43,30.0,37,30,50,38,3,1,1,1970.0,4.0,1.0,-3.0,1.0,1.0,5.0,1.0,2,5.0,5.0,2,1,2,3,1,4,-8,-8,-8,2,4,4,4,4,4,3,3,3,4,125,5,0.0,0.0,0.0,0.0,47
1968,2,57,4,6,5,9,93,1,2,3,3,-2,1,1,6,200000.0,3,3,96.0,1,5.0,2,2,160,1,1,1.0,2,-2.0,200000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,5,1,5,5,4,4,3,1,5,4,3,5,1,-2,1,1,2,3,1993.0,1993.0,4,4,4,5,2,1,0.0,1,5,1,0,1,0,0,0,0,0,0,0,0,19,90,60.0,40,70,70.0,80,90,90,90,4,1,1,1970.0,3.0,2.0,150000.0,1.0,1.0,3.0,1.0,4,2.0,3.0,4,0,2,2,2,5,3,3,3,2,-8,5,5,5,3,2,5,1,5,130,1,1.0,3.0,1.0,26.0,47
1949,2,44,4,3,3,2,75,1,4,4,4,-2,1,1,2,40000.0,2,3,60.0,1,4.0,4,4,168,0,4,1.0,2,50000.0,40000,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,3,1,5,5,5,5,4,4,5,4,4,5,4,-2,1,1,2,3,1972.0,1972.0,3,3,1,5,1,1,0.0,1,5,2,0,0,0,0,0,0,0,0,1,0,16,100,70.0,90,90,60.0,70,80,90,80,3,1,1,1953.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,2,6.0,6.0,2,2,1,1,2,5,2,2,5,1,2,3,2,5,5,2,5,5,4,140,5,0.0,0.0,0.0,0.0,66
